system:index,Bin,TotalCellCount,TotalPopulationSum,.geo
0,0.0,2.0407471133333318E7,1449959.5815051035,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,100.0,3601230.1647058823,1.2600988980788702E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,200.0,518762.34117647033,1.1012866206397107E8,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,300.0,260868.1411764706,8.922209286793557E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,400.0,159091.83921568625,7.373596188917926E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,500.0,106588.16862745094,6.218216945225279E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,600.0,76378.39607843138,5.3220851604067475E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,700.0,57788.400000000016,4.7002072712759316E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,800.0,45376.47058823531,4.20204637903298E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,900.0,36341.83529411765,3.778349983733282E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,1000.0,29698.803921568626,3.405300838571408E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1100.0,24472.39215686275,3.086254762748605E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,1200.0,20805.525490196076,2.850341119501393E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,1300.0,18026.478431372547,2.672517878387608E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,1400.0,15816.55294117647,2.5063149270106938E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1500.0,13613.780392156867,2.3222938234451193E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,1600.0,12079.996078431373,2.179845879959302E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,1700.0,10634.717647058822,2.0370893433917638E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,1800.0,9762.38823529412,1.9868829203535624E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,1900.0,8614.960784313726,1.8313186717980266E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2000.0,7911.521568627452,1.7800020304445267E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2100.0,7108.290196078433,1.6735873762518892E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2200.0,6293.105882352941,1.5456281060362985E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2300.0,5843.807843137256,1.5028060642523766E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2400.0,5578.054901960783,1.4925052533240695E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2500.0,5074.78823529412,1.4061628339683335E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2600.0,4621.435294117647,1.3421252605205836E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2700.0,4317.756862745098,1.2971787332598958E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2800.0,3989.270588235294,1.2335070610249855E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2900.0,3738.231372549019,1.200776879257168E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,3000.0,3561.76862745098,1.1752346190804122E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,3100.0,3350.0039215686274,1.144006833265743E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,3200.0,3161.9686274509795,1.109697274738571E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,3300.0,2897.0745098039215,1.0614863987741152E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,3400.0,2699.4823529411765,1.0047853420507526E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,3500.0,2562.5529411764705,9864293.675233046,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,3600.0,2414.588235294117,9620679.312661232,"{""type"":""MultiPoint"",""coordinates"":[]}"
