bin2000,bin2020,pop2020_sum,pixel_count
0.0,0.0,0.0,2.0356193E7
1000.0,0.0,0.0,5102.0
2000.0,0.0,0.0,1.0
4000.0,0.0,0.0,1.0
0.0,1000.0,5154262.0,143532.0
1000.0,1000.0,6.3908468E8,4905001.0
2000.0,1000.0,3.1034018E7,39468.0
3000.0,1000.0,858302.0,1260.0
4000.0,1000.0,144629.0,245.0
5000.0,1000.0,46990.0,103.0
6000.0,1000.0,24915.0,62.0
7000.0,1000.0,15670.0,35.0
8000.0,1000.0,11170.0,25.0
9000.0,1000.0,10641.0,22.0
10000.0,1000.0,11136.0,20.0
11000.0,1000.0,6324.0,11.0
12000.0,1000.0,9128.0,13.0
13000.0,1000.0,2422.0,3.0
14000.0,1000.0,4723.0,6.0
15000.0,1000.0,3609.0,5.0
16000.0,1000.0,1668.0,2.0
17000.0,1000.0,3537.0,6.0
18000.0,1000.0,1827.0,3.0
19000.0,1000.0,505.0,1.0
20000.0,1000.0,631.0,1.0
21000.0,1000.0,591.0,1.0
28000.0,1000.0,601.0,1.0
30000.0,1000.0,953.0,1.0
0.0,2000.0,785152.0,582.0
1000.0,2000.0,1.02580555E8,80741.0
2000.0,2000.0,1.71772348E8,122656.0
3000.0,2000.0,2.8549158E7,17343.0
4000.0,2000.0,2997173.0,1829.0
5000.0,2000.0,648601.0,404.0
6000.0,2000.0,211413.0,131.0
7000.0,2000.0,63250.0,41.0
8000.0,2000.0,39608.0,25.0
9000.0,2000.0,7185.0,5.0
10000.0,2000.0,7423.0,5.0
11000.0,2000.0,3827.0,3.0
12000.0,2000.0,8379.0,5.0
13000.0,2000.0,1732.0,1.0
14000.0,2000.0,1325.0,1.0
15000.0,2000.0,4524.0,3.0
16000.0,2000.0,2909.0,2.0
17000.0,2000.0,3785.0,3.0
18000.0,2000.0,5688.0,5.0
19000.0,2000.0,2457.0,2.0
20000.0,2000.0,4107.0,3.0
21000.0,2000.0,1460.0,1.0
22000.0,2000.0,1473.0,1.0
23000.0,2000.0,1450.0,1.0
24000.0,2000.0,1623.0,1.0
25000.0,2000.0,1480.0,1.0
26000.0,2000.0,3299.0,2.0
27000.0,2000.0,1895.0,1.0
29000.0,2000.0,3277.0,2.0
30000.0,2000.0,1026.0,1.0
31000.0,2000.0,3381.0,2.0
0.0,3000.0,358409.0,150.0
1000.0,3000.0,2.4318924E7,10249.0
2000.0,3000.0,5.8238549E7,25047.0
3000.0,3000.0,7.7828427E7,32229.0
4000.0,3000.0,2.3256461E7,9034.0
5000.0,3000.0,4890223.0,1891.0
6000.0,3000.0,1352070.0,518.0
7000.0,3000.0,444543.0,170.0
8000.0,3000.0,200013.0,78.0
9000.0,3000.0,87108.0,35.0
10000.0,3000.0,48336.0,19.0
11000.0,3000.0,26978.0,11.0
12000.0,3000.0,10164.0,4.0
13000.0,3000.0,8308.0,3.0
17000.0,3000.0,4304.0,2.0
18000.0,3000.0,5127.0,2.0
20000.0,3000.0,2150.0,1.0
24000.0,3000.0,2653.0,1.0
28000.0,3000.0,2308.0,1.0
31000.0,3000.0,20311.0,8.0
0.0,4000.0,242810.0,71.0
1000.0,4000.0,1.1504723E7,3393.0
2000.0,4000.0,1.8545597E7,5546.0
3000.0,4000.0,3.7280437E7,11141.0
4000.0,4000.0,4.3407352E7,12720.0
5000.0,4000.0,1.8802554E7,5328.0
6000.0,4000.0,5235307.0,1479.0
7000.0,4000.0,2031210.0,568.0
8000.0,4000.0,855467.0,237.0
9000.0,4000.0,375734.0,105.0
10000.0,4000.0,216287.0,60.0
11000.0,4000.0,119877.0,33.0
12000.0,4000.0,55702.0,16.0
13000.0,4000.0,38346.0,11.0
14000.0,4000.0,28448.0,8.0
15000.0,4000.0,10794.0,3.0
16000.0,4000.0,7163.0,2.0
17000.0,4000.0,3322.0,1.0
20000.0,4000.0,3666.0,1.0
21000.0,4000.0,3398.0,1.0
24000.0,4000.0,3226.0,1.0
26000.0,4000.0,3705.0,1.0
31000.0,4000.0,24533.0,7.0
0.0,5000.0,220812.0,51.0
1000.0,5000.0,6229955.0,1414.0
2000.0,5000.0,8916042.0,2029.0
3000.0,5000.0,1.6989491E7,3906.0
4000.0,5000.0,2.4106268E7,5531.0
5000.0,5000.0,2.7235754E7,6185.0
6000.0,5000.0,1.4704479E7,3276.0
7000.0,5000.0,5649229.0,1249.0
8000.0,5000.0,2138568.0,469.0
9000.0,5000.0,1090994.0,241.0
10000.0,5000.0,491836.0,109.0
11000.0,5000.0,300409.0,65.0
12000.0,5000.0,190881.0,42.0
13000.0,5000.0,59207.0,13.0
14000.0,5000.0,75848.0,17.0
15000.0,5000.0,18575.0,4.0
16000.0,5000.0,14397.0,3.0
17000.0,5000.0,8936.0,2.0
18000.0,5000.0,18093.0,4.0
20000.0,5000.0,4535.0,1.0
21000.0,5000.0,9014.0,2.0
24000.0,5000.0,4612.0,1.0
25000.0,5000.0,8886.0,2.0
31000.0,5000.0,8672.0,2.0
0.0,6000.0,126571.0,23.0
1000.0,6000.0,3657089.0,674.0
2000.0,6000.0,4951345.0,919.0
3000.0,6000.0,8277676.0,1537.0
4000.0,6000.0,1.3820194E7,2576.0
5000.0,6000.0,1.7037445E7,3193.0
6000.0,6000.0,1.8711511E7,3464.0
7000.0,6000.0,1.1259877E7,2067.0
8000.0,6000.0,5203228.0,942.0
9000.0,6000.0,2242648.0,407.0
10000.0,6000.0,1267019.0,228.0
11000.0,6000.0,692380.0,124.0
12000.0,6000.0,251723.0,46.0
13000.0,6000.0,190299.0,34.0
14000.0,6000.0,136578.0,25.0
15000.0,6000.0,66996.0,12.0
16000.0,6000.0,39334.0,7.0
17000.0,6000.0,27292.0,5.0
18000.0,6000.0,33330.0,6.0
20000.0,6000.0,5502.0,1.0
22000.0,6000.0,5690.0,1.0
0.0,7000.0,51764.0,9.0
1000.0,7000.0,2374431.0,371.0
2000.0,7000.0,2863867.0,447.0
3000.0,7000.0,4450650.0,699.0
4000.0,7000.0,8117180.0,1277.0
5000.0,7000.0,1.1050613E7,1739.0
6000.0,7000.0,1.371728E7,2159.0
7000.0,7000.0,1.3955406E7,2184.0
8000.0,7000.0,9182729.0,1424.0
9000.0,7000.0,4308555.0,664.0
10000.0,7000.0,2486551.0,382.0
11000.0,7000.0,1333560.0,206.0
12000.0,7000.0,737171.0,112.0
13000.0,7000.0,424535.0,65.0
14000.0,7000.0,229399.0,35.0
15000.0,7000.0,186675.0,28.0
16000.0,7000.0,111092.0,17.0
17000.0,7000.0,97682.0,15.0
18000.0,7000.0,32938.0,5.0
19000.0,7000.0,39398.0,6.0
20000.0,7000.0,25450.0,4.0
21000.0,7000.0,37857.0,6.0
22000.0,7000.0,10055.0,2.0
23000.0,7000.0,13067.0,2.0
24000.0,7000.0,13726.0,2.0
25000.0,7000.0,13276.0,2.0
29000.0,7000.0,6562.0,1.0
30000.0,7000.0,6352.0,1.0
31000.0,7000.0,13282.0,2.0
0.0,8000.0,42466.0,6.0
1000.0,8000.0,1678250.0,226.0
2000.0,8000.0,2112971.0,288.0
3000.0,8000.0,2859889.0,387.0
4000.0,8000.0,4701806.0,638.0
5000.0,8000.0,7254335.0,987.0
6000.0,8000.0,9139659.0,1242.0
7000.0,8000.0,1.1057726E7,1501.0
8000.0,8000.0,1.0822693E7,1461.0
9000.0,8000.0,7020087.0,940.0
10000.0,8000.0,4303407.0,577.0
11000.0,8000.0,2246282.0,300.0
12000.0,8000.0,1454131.0,193.0
13000.0,8000.0,818825.0,109.0
14000.0,8000.0,519061.0,69.0
15000.0,8000.0,326979.0,44.0
16000.0,8000.0,188814.0,25.0
17000.0,8000.0,145310.0,19.0
18000.0,8000.0,82534.0,11.0
19000.0,8000.0,67921.0,9.0
20000.0,8000.0,60461.0,8.0
21000.0,8000.0,30289.0,4.0
22000.0,8000.0,11226.0,2.0
23000.0,8000.0,7006.0,1.0
25000.0,8000.0,7806.0,1.0
26000.0,8000.0,7382.0,1.0
29000.0,8000.0,6281.0,1.0
31000.0,8000.0,22132.0,3.0
0.0,9000.0,50455.0,6.0
1000.0,9000.0,1100038.0,130.0
2000.0,9000.0,1278763.0,152.0
3000.0,9000.0,1607393.0,194.0
4000.0,9000.0,2658043.0,319.0
5000.0,9000.0,4715580.0,569.0
6000.0,9000.0,7033737.0,842.0
7000.0,9000.0,6781526.0,813.0
8000.0,9000.0,9277659.0,1108.0
9000.0,9000.0,8633590.0,1026.0
10000.0,9000.0,6424761.0,760.0
11000.0,9000.0,3650271.0,433.0
12000.0,9000.0,1965410.0,231.0
13000.0,9000.0,1295374.0,152.0
14000.0,9000.0,905667.0,107.0
15000.0,9000.0,649501.0,77.0
16000.0,9000.0,346977.0,41.0
17000.0,9000.0,273875.0,32.0
18000.0,9000.0,136605.0,16.0
19000.0,9000.0,94489.0,11.0
20000.0,9000.0,77326.0,10.0
21000.0,9000.0,34132.0,4.0
22000.0,9000.0,24962.0,3.0
23000.0,9000.0,17121.0,2.0
24000.0,9000.0,16652.0,2.0
25000.0,9000.0,17334.0,2.0
26000.0,9000.0,8070.0,1.0
29000.0,9000.0,8949.0,1.0
31000.0,9000.0,8522.0,1.0
0.0,10000.0,47603.0,5.0
1000.0,10000.0,859248.0,92.0
2000.0,10000.0,860747.0,91.0
3000.0,10000.0,1296470.0,139.0
4000.0,10000.0,1881640.0,201.0
5000.0,10000.0,2848457.0,308.0
6000.0,10000.0,4941212.0,530.0
7000.0,10000.0,6149564.0,659.0
8000.0,10000.0,6619759.0,713.0
9000.0,10000.0,7727365.0,824.0
10000.0,10000.0,7052902.0,752.0
11000.0,10000.0,4757761.0,503.0
12000.0,10000.0,3142989.0,331.0
13000.0,10000.0,2014182.0,212.0
14000.0,10000.0,1400217.0,147.0
15000.0,10000.0,929999.0,98.0
16000.0,10000.0,559463.0,59.0
17000.0,10000.0,414248.0,44.0
18000.0,10000.0,267862.0,28.0
19000.0,10000.0,199189.0,22.0
20000.0,10000.0,152625.0,16.0
21000.0,10000.0,152457.0,16.0
22000.0,10000.0,34908.0,4.0
23000.0,10000.0,28401.0,3.0
24000.0,10000.0,56572.0,6.0
25000.0,10000.0,28313.0,3.0
26000.0,10000.0,19388.0,2.0
27000.0,10000.0,18834.0,2.0
28000.0,10000.0,19167.0,2.0
29000.0,10000.0,9026.0,1.0
0.0,11000.0,31365.0,3.0
1000.0,11000.0,414730.0,40.0
2000.0,11000.0,691210.0,66.0
3000.0,11000.0,863090.0,83.0
4000.0,11000.0,1246599.0,120.0
5000.0,11000.0,1722705.0,167.0
6000.0,11000.0,3354330.0,322.0
7000.0,11000.0,5213613.0,504.0
8000.0,11000.0,4273280.0,412.0
9000.0,11000.0,5407922.0,528.0
10000.0,11000.0,6551986.0,631.0
11000.0,11000.0,6167173.0,595.0
12000.0,11000.0,4045986.0,389.0
13000.0,11000.0,2687092.0,256.0
14000.0,11000.0,1568470.0,149.0
15000.0,11000.0,1092929.0,104.0
16000.0,11000.0,954175.0,91.0
17000.0,11000.0,557889.0,53.0
18000.0,11000.0,475673.0,45.0
19000.0,11000.0,283836.0,27.0
20000.0,11000.0,294770.0,28.0
21000.0,11000.0,115166.0,11.0
22000.0,11000.0,147218.0,14.0
23000.0,11000.0,74362.0,7.0
24000.0,11000.0,62226.0,6.0
25000.0,11000.0,42428.0,4.0
27000.0,11000.0,31614.0,3.0
28000.0,11000.0,10208.0,1.0
31000.0,11000.0,45947.0,5.0
0.0,12000.0,11172.0,1.0
1000.0,12000.0,399402.0,36.0
2000.0,12000.0,469344.0,41.0
3000.0,12000.0,704062.0,62.0
4000.0,12000.0,735061.0,64.0
5000.0,12000.0,1248907.0,111.0
6000.0,12000.0,2052515.0,181.0
7000.0,12000.0,3696133.0,328.0
8000.0,12000.0,4436966.0,389.0
9000.0,12000.0,3844107.0,342.0
10000.0,12000.0,4960173.0,436.0
11000.0,12000.0,5378487.0,475.0
12000.0,12000.0,4552610.0,399.0
13000.0,12000.0,3622146.0,317.0
14000.0,12000.0,2472205.0,217.0
15000.0,12000.0,1492355.0,130.0
16000.0,12000.0,951277.0,83.0
17000.0,12000.0,780698.0,68.0
18000.0,12000.0,622241.0,55.0
19000.0,12000.0,474803.0,42.0
20000.0,12000.0,196490.0,17.0
21000.0,12000.0,255172.0,22.0
22000.0,12000.0,69193.0,6.0
23000.0,12000.0,68609.0,6.0
24000.0,12000.0,80623.0,7.0
25000.0,12000.0,58220.0,5.0
26000.0,12000.0,23489.0,2.0
27000.0,12000.0,34068.0,3.0
28000.0,12000.0,22847.0,2.0
29000.0,12000.0,11366.0,1.0
30000.0,12000.0,11830.0,1.0
31000.0,12000.0,35339.0,3.0
0.0,13000.0,24801.0,2.0
1000.0,13000.0,250273.0,20.0
2000.0,13000.0,490489.0,40.0
3000.0,13000.0,512590.0,41.0
4000.0,13000.0,542423.0,45.0
5000.0,13000.0,1077338.0,89.0
6000.0,13000.0,1216904.0,100.0
