bin2000,bin2020,pop2020_sum,pop2000_sum
0.0,0.0,0.0,0.0
1000.0,0.0,0.0,1315.8540967365827
0.0,1000.0,817601.1773055276,0.0
1000.0,1000.0,1.5071655606072706E8,1.189570916442652E8
2000.0,1000.0,1363197.5384684585,1953788.7950293077
3000.0,1000.0,24511.184764026955,77029.74280536064
4000.0,1000.0,2753.3818415924907,13701.84836500138
5000.0,1000.0,2812.773535746799,21349.314831919997
7000.0,1000.0,880.3318754769862,6412.168082237244
8000.0,1000.0,719.395542002283,7497.818556159735
10000.0,1000.0,865.1862921640277,9576.455431081355
0.0,2000.0,49298.83189600227,0.0
1000.0,2000.0,2.1186092197291832E7,1.2062294805754188E7
2000.0,2000.0,3.202542009199276E7,2.7824294536243755E7
3000.0,2000.0,1646162.9193874374,2139242.5926332097
4000.0,2000.0,118478.96493609906,239290.45249972303
5000.0,2000.0,13163.430624791421,40003.204431513324
6000.0,2000.0,1424.2074539270252,5629.279193401337
7000.0,2000.0,1847.1883447766304,6699.801374845207
8000.0,2000.0,1936.9441871754825,7353.385606117547
9000.0,2000.0,3000.531086402014,16765.7567037642
11000.0,2000.0,2538.045994669199,20594.146038785577
0.0,3000.0,10184.971714127809,0.0
1000.0,3000.0,3055510.706991906,821295.2003095421
2000.0,3000.0,2.295262641651244E7,1.5762407727696555E7
3000.0,3000.0,1.98798571723731E7,1.8111453100552958E7
4000.0,3000.0,1702654.894097556,2117285.496217172
5000.0,3000.0,178602.533450289,292290.91123385343
6000.0,3000.0,52505.041821175255,106212.07985978946
7000.0,3000.0,2448.353625174612,6392.652014747262
8000.0,3000.0,4932.757703110576,14736.226914696395
10000.0,3000.0,2228.7622253373265,9571.080158088356
11000.0,3000.0,2395.139323271811,10942.60916583985
0.0,4000.0,10634.100380668417,0.0
1000.0,4000.0,1155236.606682236,207408.94443400804
2000.0,4000.0,5323086.890057877,2611640.0973492432
3000.0,4000.0,2.2051495178504147E7,1.6497283697915047E7
4000.0,4000.0,1.488604720877322E7,1.396090550424504E7
5000.0,4000.0,1853506.5594467514,2219125.5113495286
6000.0,4000.0,386174.1901617543,566521.13098672
7000.0,4000.0,54628.51482602861,94764.78251909744
8000.0,4000.0,25826.014646224678,50622.461600504816
9000.0,4000.0,6415.034832704812,16379.517261058092
11000.0,4000.0,3931.528877446428,10019.89256310463
12000.0,4000.0,3105.294082030654,11538.296485587955
13000.0,4000.0,3852.5509957522154,12198.804665848613
1000.0,5000.0,581083.6024551793,75295.49855218524
2000.0,5000.0,1811407.9889965237,641072.5831693305
3000.0,5000.0,7615486.860650982,4576006.035597539
4000.0,5000.0,1.8406792663079888E7,1.4571292059592675E7
5000.0,5000.0,1.0502885214425867E7,1.001228049189669E7
6000.0,5000.0,1760429.5456704588,2031370.4001527175
7000.0,5000.0,489392.53938718804,687186.4887986843
8000.0,5000.0,149413.58963391747,233913.48105602508
9000.0,5000.0,27325.908537997864,51075.88017750392
13000.0,5000.0,4055.5096467621624,12130.332727611065
14000.0,5000.0,4303.998802788556,13641.772931464016
1000.0,6000.0,348857.71064039844,38799.19218084424
2000.0,6000.0,956856.1449577329,276707.8065811723
3000.0,6000.0,2323322.967677832,1119287.8520489424
4000.0,6000.0,8537049.960924618,5671804.049476884
5000.0,6000.0,1.4670852587565968E7,1.2095465819931114E7
6000.0,6000.0,7473127.7053426355,7195208.4660223955
7000.0,6000.0,1469593.460928585,1663402.3700751266
8000.0,6000.0,486154.6041296931,656781.1589304068
9000.0,6000.0,198650.12482629484,295691.07343427406
10000.0,6000.0,21438.574845616924,36104.124007891645
11000.0,6000.0,22292.689837411046,40820.20106751472
12000.0,6000.0,17035.32048349455,34062.26987594366
13000.0,6000.0,5676.665417134762,12690.010742872953
1000.0,7000.0,252502.16096824026,22608.210457960824
2000.0,7000.0,503829.22450021247,121096.45401305138
3000.0,7000.0,939053.7257665793,374154.0006487893
4000.0,7000.0,3078459.225068397,1724187.9916139543
5000.0,7000.0,8191643.547140162,5818671.745387
6000.0,7000.0,1.2148682011238238E7,1.0297819599686531E7
7000.0,7000.0,6635257.595973251,6482420.279545151
8000.0,7000.0,1739953.6756162972,1948439.0819589302
9000.0,7000.0,479617.30591388885,608833.322910629
10000.0,7000.0,208508.91611608118,300581.8697210802
11000.0,7000.0,80630.71300853789,125550.8663115967
12000.0,7000.0,13363.74397617532,22742.721589368768
13000.0,7000.0,6243.978517275304,12264.142415001988
14000.0,7000.0,6649.052480913699,13390.49915021658
18000.0,7000.0,6348.164816252887,17261.808010697365
1000.0,8000.0,111314.72090278933,5484.985208354774
2000.0,8000.0,337038.7254411406,73783.10424146202
3000.0,8000.0,701567.5895887567,236486.75796534796
4000.0,8000.0,1350437.6343108334,648369.7532697008
5000.0,8000.0,3847872.8505756506,2374788.5974970786
6000.0,8000.0,7130853.377232525,5302164.685062144
7000.0,8000.0,9077231.112459632,7889737.692386722
8000.0,8000.0,5152707.498864032,5061385.518801461
9000.0,8000.0,1887662.009544644,2092348.1929890823
10000.0,8000.0,494921.217591336,622262.2182213846
11000.0,8000.0,243897.2692788773,336120.26734209433
12000.0,8000.0,61222.194406963885,90659.57943379879
13000.0,8000.0,22718.34918890347,37116.300927838296
14000.0,8000.0,22829.448901116848,40536.3919775486
1000.0,9000.0,127569.2705408328,8429.23716005428
2000.0,9000.0,218389.6033506298,40938.41741960589
3000.0,9000.0,390191.5418011018,117266.11915161277
4000.0,9000.0,613923.5671753499,263424.3139373728
5000.0,9000.0,1408384.007774661,769027.7434185601
6000.0,9000.0,3904010.3163771494,2577248.0640570465
7000.0,9000.0,5771379.287388396,4460515.506319499
8000.0,9000.0,7343716.031676416,6495217.895726273
9000.0,9000.0,3820595.5466951057,3765940.3099685735
10000.0,9000.0,1465798.9313439215,1612565.706730871
11000.0,9000.0,551582.026722224,669808.6569770742
12000.0,9000.0,204541.36147340853,273916.39735099394
13000.0,9000.0,115175.62163378345,165749.4771203429
14000.0,9000.0,34872.36534805782,53973.13210456818
18000.0,9000.0,8674.693988204002,17374.376809991896
1000.0,10000.0,57835.39639829472,2862.2547149751335
2000.0,10000.0,114408.63888845802,17736.556776680052
3000.0,10000.0,320125.0591989751,85453.4748775455
4000.0,10000.0,351196.7103821604,128083.18100908166
5000.0,10000.0,677934.3023621455,328100.3599471459
6000.0,10000.0,1779579.4182365288,1054833.203826643
7000.0,10000.0,3619091.7785399687,2500026.0037738057
8000.0,10000.0,4776003.898245335,3791673.7436086037
9000.0,10000.0,5485362.778742474,4888884.677624656
10000.0,10000.0,2299002.4958496834,2275165.7700165417
11000.0,10000.0,1294373.3980096863,1412749.3894712068
12000.0,10000.0,695546.2970362324,837696.7465582849
13000.0,10000.0,164512.95164644366,209558.17622515676
14000.0,10000.0,68326.8876594007,94806.67542158067
15000.0,10000.0,85953.17580693122,130573.21145624667
18000.0,10000.0,9613.81897687912,17727.41092069447
1000.0,11000.0,47335.7677893248,2211.2871988040647
2000.0,11000.0,84433.50695530069,12002.109445501352
3000.0,11000.0,322429.56056138035,77972.02116119581
4000.0,11000.0,366288.43832394463,122236.68289718854
5000.0,11000.0,322983.6331819778,139983.23412933666
6000.0,11000.0,735059.9294436821,397404.1684748742
7000.0,11000.0,1915213.7103722286,1200433.8178134698
8000.0,11000.0,2675045.106260641,1928510.716144609
9000.0,11000.0,3897476.210441752,3168056.7189422036
10000.0,11000.0,4062391.4411700577,3664281.724117154
11000.0,11000.0,2033968.1020426278,2009800.9249055495
12000.0,11000.0,972712.5551620899,1056644.9929132015
13000.0,11000.0,558787.2787628651,658567.0616840123
14000.0,11000.0,324997.2644551281,408244.06955174694
15000.0,11000.0,82575.77078166604,115650.24134317599
16000.0,11000.0,10232.262274503708,15778.575153946877
17000.0,11000.0,20777.10957145691,32509.317114412785
19000.0,11000.0,21776.141519261524,37031.623988028616
1000.0,12000.0,58158.37899868935,1981.4318906585686
2000.0,12000.0,70245.70842683327,9390.134535126446
3000.0,12000.0,137046.92280405574,30728.037355560344
4000.0,12000.0,194290.4736122652,58822.31085209106
5000.0,12000.0,201778.7804165047,81840.06178509336
6000.0,12000.0,390454.73002912686,188744.2359763038
7000.0,12000.0,711189.1411735862,407496.72474291705
8000.0,12000.0,2057889.0441195215,1358174.8722517716
9000.0,12000.0,2252830.242751466,1680455.5594156706
10000.0,12000.0,2991794.326952302,2487057.0261845984
11000.0,12000.0,3480162.0114615825,3147747.7404960617
12000.0,12000.0,1493429.6489960023,1488066.4379288496
13000.0,12000.0,956866.0246571553,1032771.6279550613
14000.0,12000.0,756591.5986019132,884099.7900729281
15000.0,12000.0,186143.37211999297,230849.3840318881
16000.0,12000.0,46638.14781649411,60878.105808749795
18000.0,12000.0,33463.17631453276,52246.13758485764
19000.0,12000.0,23173.336793154478,37032.40763747692
1000.0,13000.0,24942.308501977823,237.87432779477967
2000.0,13000.0,86915.72149862186,9387.826471195207
3000.0,13000.0,61400.443105347455,12944.99092411995
4000.0,13000.0,100211.1074181383,28216.461130820215
5000.0,13000.0,136721.2069822759,48634.33917812343
6000.0,13000.0,111613.8730102554,50992.59428182058
7000.0,13000.0,331060.0987601496,177770.52881745202
8000.0,13000.0,1018467.2295621603,621475.8156638194
9000.0,13000.0,1883277.6440916539,1280632.2017483797
10000.0,13000.0,1889670.5276728948,1447932.8600168983
11000.0,13000.0,3207430.949918082,2720756.901847133
12000.0,13000.0,2933944.1910217428,2669080.323793342
13000.0,13000.0,1250675.3902358445,1242044.771456127
14000.0,13000.0,784965.0651446937,841401.1215328177
15000.0,13000.0,613629.3713215911,707746.523034369
16000.0,13000.0,414395.9273187886,511720.8817708995
17000.0,13000.0,72682.15290339218,95702.48439171052
18000.0,13000.0,12340.919109344482,17912.405334472656
19000.0,13000.0,12393.297909259796,18870.45276069641
1000.0,14000.0,13781.913325839676,92.17525888240198
2000.0,14000.0,54237.17927670386,5184.318167712539
3000.0,14000.0,27460.800306662917,5417.1888682842255
4000.0,14000.0,79731.31517200544,20954.48324851878
5000.0,14000.0,132899.1455485138,44552.0900922572
6000.0,14000.0,189682.57972821593,78417.40843279101
7000.0,14000.0,190111.3661417961,92262.18968190439
8000.0,14000.0,415390.5730041965,233791.89923050467
9000.0,14000.0,1115834.736476887,707144.0211902219
10000.0,14000.0,1289679.249641479,906480.6731957096
11000.0,14000.0,1777297.1204636318,1396253.8120983895
12000.0,14000.0,2603187.2973433225,2234604.9396033897
13000.0,14000.0,2279608.0456361086,2092977.009198054
14000.0,14000.0,1105561.8275870974,1101241.3558668033
15000.0,14000.0,642291.0137304342,687166.3685957193
16000.0,14000.0,540038.856304517,620498.0788027225
17000.0,14000.0,433310.30192210665,524218.20820154774
18000.0,14000.0,121026.34597098854,153186.9489876685
19000.0,14000.0,33478.7039197134,45759.16158950095
20000.0,14000.0,13485.994800567627,19636.108285188675
22000.0,14000.0,13403.223210394382,21877.941506914794
24000.0,14000.0,13622.521485105157,23628.701029226184
25000.0,14000.0,13791.13261795044,24584.182544708252
1000.0,15000.0,28639.211067891563,578.2925417639344
2000.0,15000.0,57907.993729257956,6233.215742376167
3000.0,15000.0,58055.82007865887,9498.681531678885
4000.0,15000.0,85728.610829046,21608.72282369528
5000.0,15000.0,43513.59427432179,14526.469394877553
6000.0,15000.0,259710.52298922697,98944.53591929562
7000.0,15000.0,131514.4057817571,58507.513706186786
8000.0,15000.0,301516.7582484698,158538.29824992828
9000.0,15000.0,630349.2051273488,376918.7871253875
10000.0,15000.0,1230191.8521356443,810467.6675559329
11000.0,15000.0,799343.6291946473,576254.2624356311
12000.0,15000.0,1501927.5625669218,1193834.8525390057
13000.0,15000.0,2508026.5875359406,2184351.01619146
14000.0,15000.0,1976660.249336668,1816311.1029499262
15000.0,15000.0,830542.157213635,826881.5431000513
16000.0,15000.0,579574.4329273559,613959.470996951
17000.0,15000.0,488760.388827757,559247.0344497487
18000.0,15000.0,566173.4046946387,679225.0477258116
19000.0,15000.0,190926.64568871632,238815.60563904792
20000.0,15000.0,43523.635659316555,58393.40736043453
21000.0,15000.0,86602.26405863464,123213.8635930419
22000.0,15000.0,43409.29053199291,64801.082495979965
23000.0,15000.0,14469.550354003906,22628.700889587402
1000.0,16000.0,62370.79690486193,2309.754645468667
2000.0,16000.0,15356.96745698154,1107.1203413046896
3000.0,16000.0,15774.268461279571,2988.3829415664077
4000.0,16000.0,30914.61531972885,7597.440213307738
5000.0,16000.0,78137.8448052858,23190.627918183804
6000.0,16000.0,46312.548201110214,17223.980274746194
7000.0,16000.0,93331.27950539254,38736.35196654126
8000.0,16000.0,124354.86065818928,60038.295633608475
9000.0,16000.0,292654.64706104994,163754.08795270417
10000.0,16000.0,443899.8369703982,279822.649929896
11000.0,16000.0,1053073.3984257104,711071.7081123595
12000.0,16000.0,789760.0817697726,586641.880341557
13000.0,16000.0,1182837.7459663628,959727.5715359976
14000.0,16000.0,2171721.795538637,1901154.6935346038
15000.0,16000.0,1584891.3484732225,1463458.8052001707
16000.0,16000.0,1006104.1197135225,1003180.289384716
17000.0,16000.0,404206.4013353243,429197.247828549
18000.0,16000.0,310869.6714374246,348752.6162724057
19000.0,16000.0,387702.906693222,460054.8496496901
20000.0,16000.0,233036.7156575136,290933.2455626689
1000.0,17000.0,32834.54118613899,1827.6814582236111
2000.0,17000.0,66227.90121860546,6101.264378238469
3000.0,17000.0,16870.990688323975,2884.5124786645174
4000.0,17000.0,49026.09069767222,10705.029123462737
5000.0,17000.0,66729.7980196476,17999.324344277382
6000.0,17000.0,66204.70035555214,21730.104875521734
7000.0,17000.0,49689.45739778876,19146.4956163764
8000.0,17000.0,81909.89907459356,36969.145825538784
9000.0,17000.0,115112.99925052836,59670.96248571285
10000.0,17000.0,265562.699567033,152139.74194496684
11000.0,17000.0,670649.8948725034,433981.595170822
12000.0,17000.0,756395.9061026778,527391.4544554874
13000.0,17000.0,800925.9258586322,609359.4271186407
14000.0,17000.0,957210.9053291519,788728.3720094479
15000.0,17000.0,1940043.3883385826,1713345.5743579674
