Bin,PopulationSum
0.0,0.0
100.0,489460.6354248514
200.0,667007.8096161374
300.0,622459.1074751832
400.0,512926.8576910007
500.0,458009.65734699846
600.0,375447.5935821985
700.0,389905.6580089128
800.0,339498.45158865536
900.0,305951.81912557164
1000.0,286286.21459541365
1100.0,278448.313336196
1200.0,284540.9555045642
1300.0,273703.1724921637
1400.0,250897.5698542419
1500.0,274099.3578050063
1600.0,248392.09043317274
1700.0,209857.37977291952
1800.0,199394.21476801683
1900.0,205546.98906027526
2000.0,166402.00152747787
2100.0,190447.81615523036
2200.0,187733.88674184587
2300.0,150280.018468261
2400.0,145893.46472465072
2500.0,151782.53954456327
2600.0,163963.15824366797
2700.0,131670.97062806977
2800.0,104623.71410435159
2900.0,102487.99883863004
3000.0,121025.53249702882
3100.0,121982.6079673944
3200.0,106582.16412763778
3300.0,110044.45225698763
3400.0,76921.28215700047
3500.0,102989.13359015182
3600.0,88862.25034130178
3700.0,94925.65824609331
3800.0,63851.016221626196
3900.0,61766.17293802416
4000.0,46647.27373418976
4100.0,76981.3944472922
4200.0,82726.86636152118
4300.0,76554.59857307468
4400.0,78232.87402599631
4500.0,31125.097116991878
4600.0,36404.14403616078
4700.0,69690.89580920525
4800.0,47512.39478116296
4900.0,19452.140136095695
5000.0,39514.56940735318
5100.0,19096.65605990122
5200.0,36039.01897407323
5300.0,42046.788884333335
5400.0,10682.315751651302
5500.0,27252.3119997466
5600.0,44580.286839328706
5700.0,39439.38358426001
5800.0,5731.333052635193
5900.0,29167.522890925407
6000.0,23838.46929717064
6100.0,36289.325697630644
6200.0,18477.468811739236
6300.0,25017.23667745199
6400.0,25416.587767899036
6500.0,38689.37280689925
6600.0,13128.951863726601
6700.0,26584.592373490334
6800.0,27025.062799923122
6900.0,20580.96746954322
7000.0,20906.000216960907
7100.0,14048.960042476654
7200.0,21449.3913551569
7300.0,7200.995428085327
7400.0,7318.2931480407715
7500.0,29922.724893055856
7600.0,15076.781560361385
7700.0,30596.368990458548
7800.0,15500.208096802235
7900.0,7843.480626821518
8000.0,15866.548170670867
8100.0,32230.31350670196
8200.0,32643.001924738288
8300.0,8216.523961037397
8500.0,16869.66195373237
8700.0,43190.06528629735
8800.0,8284.58306722828
9000.0,26910.348665572703
9100.0,9063.829617500305
9300.0,9275.220162630081
9600.0,19026.600794029422
9700.0,9650.633476257324
9800.0,9774.07226639986
9900.0,19660.449818031862
10000.0,9994.97144434601
10100.0,10076.006904780865
10500.0,10439.269629403949
10800.0,10758.292458087206
11200.0,11159.982678174973
11300.0,22438.976705133915
11400.0,22704.543031215668
11600.0,11530.94753504917
11700.0,23312.823743879795
11900.0,23774.52827358246
12000.0,11934.588038444519
12300.0,12206.251741409302
12400.0,12309.169442355633
12500.0,12432.772882461548
12600.0,25047.98643565178
12900.0,12873.25459432602
13200.0,13131.147317886353
13700.0,27322.918019495904
14000.0,13912.700063705444
14400.0,14332.70671582222
14700.0,14663.095705389977
14800.0,14721.41156578064
14900.0,14887.459431648254
15300.0,15235.959134101868
15500.0,30896.5678627491
15600.0,15559.05257987976
16300.0,32486.394771538675
16700.0,16691.28974533081
17000.0,33845.0046710968
17100.0,17077.831119537354
17400.0,17387.505159139633
17800.0,17782.6167678833
18200.0,18167.082523226738
18800.0,18748.80295562744
19200.0,19198.32742569782
20100.0,20089.076901435852
20200.0,20167.934440612793
20800.0,20731.162384033203
20900.0,20899.70111465454
22200.0,22115.700538635254
22500.0,22495.999410629272
22700.0,22671.185729026794
22900.0,22890.3270778656
23500.0,23488.88485622406
23800.0,23708.77891921997
27500.0,27428.8053855896
