Bin,PopulationSum
0.0,0.0
100.0,628274.8505168719
200.0,453698.8707752614
300.0,270797.55380468734
400.0,177349.49626407292
500.0,116461.54150191054
600.0,91307.36951359859
700.0,62699.988902903126
800.0,64032.87685452169
900.0,42020.852785627125
1000.0,45205.73861991004
1100.0,52516.14478622774
1200.0,41389.73095898975
1300.0,47386.828128048684
1400.0,41643.923015730456
1500.0,31742.68017040426
1600.0,17092.07739935303
1700.0,26565.56304826727
1800.0,38503.06814503763
1900.0,40441.97857163222
2000.0,33252.65759246517
2100.0,38670.76276071478
2200.0,25836.838543017395
2300.0,31596.300341624767
2400.0,23337.903757563792
2500.0,32040.197737114504
2600.0,33157.64842201397
2700.0,29156.02176627051
2800.0,27666.90750919655
2900.0,11407.7967279125
3000.0,17704.44871162623
3100.0,15260.245614215732
3200.0,25185.65332598798
3300.0,19545.431205032393
3400.0,22573.314139766455
3500.0,24249.179223375395
3600.0,17791.288202447817
3700.0,25389.92718836665
3800.0,25926.230323500786
3900.0,11490.598607086577
4000.0,11785.530693309382
4100.0,8073.15000970941
4200.0,8342.390131548047
4300.0,17078.2113221474
4400.0,30593.012590718456
4500.0,4404.626283288002
4600.0,32039.30428253021
4700.0,27945.484211231582
4800.0,18941.624304857105
4900.0,17343.21867219355
5000.0,4945.543798685074
5200.0,5198.894010066986
5300.0,10552.027045503259
5400.0,10628.799043744802
5500.0,27210.996995518915
5600.0,33288.81639742106
5700.0,5643.757355928421
5800.0,5745.410043179989
5900.0,5860.834535956383
6000.0,11896.232172915712
6100.0,18072.539724548347
6200.0,12215.771584879607
6300.0,6259.712389647961
6400.0,19027.349653482437
6600.0,19664.38772878796
7000.0,20790.541064977646
7400.0,14684.21785068512
7900.0,7835.38903260231
8300.0,8218.36489701271
8400.0,8392.02083826065
8500.0,8417.9084597826
8600.0,8503.230144500732
8700.0,17341.1886408329
9100.0,9052.124740481377
9600.0,9556.613216400146
9700.0,9673.782125473022
10500.0,10467.246883384883
11100.0,11060.999428391457
