Bin,PopulationSum
-200.0,-314.5098039215686
-100.0,-198.03902601264417
0.0,0.0
100.0,1317951.3500574671
200.0,569500.6594515007
300.0,263923.25728342414
400.0,178782.7863797198
500.0,137807.58268668829
600.0,92659.70314291987
700.0,82204.09426423883
800.0,78578.79049816183
900.0,74704.23495477007
1000.0,74803.5461267769
1100.0,55677.13511515095
1200.0,55161.027372025164
1300.0,67623.24068709869
1400.0,66108.58158739033
1500.0,78008.81531835487
1600.0,72427.87211044418
1700.0,83348.29270973122
1800.0,57960.42443938786
1900.0,57409.87741559985
2000.0,50855.204628432635
2100.0,49212.41781385522
2200.0,58223.63178806845
2300.0,62817.337615151424
2400.0,58562.92853799054
2500.0,53809.59482301492
2600.0,71492.0143171082
2700.0,44651.76321709279
2800.0,60560.66184160183
2900.0,54089.79465802107
3000.0,56213.38498654822
3100.0,66298.85868494025
3200.0,86314.16104064982
3300.0,55259.732832983136
3400.0,66954.4589321278
3500.0,81962.50585702491
3600.0,74526.5481978124
3700.0,76714.34837163147
3800.0,62287.16945748874
3900.0,88463.8878793735
4000.0,79656.59002255928
4100.0,44493.012047857046
4200.0,83130.2494277833
4300.0,38103.582362631336
4400.0,82686.35786569584
4500.0,75448.06085160571
4600.0,59096.44493942708
4700.0,65075.14534322452
4800.0,47398.91703257337
4900.0,58124.070986531675
5000.0,71787.21680736804
5100.0,75804.52433352824
5200.0,46416.24215711467
5300.0,41394.01414248517
5400.0,53491.65414882731
5500.0,76296.31429794431
5600.0,77541.95678289235
5700.0,33798.447267657146
5800.0,57521.908829342574
5900.0,34920.56859713793
6000.0,28187.414695000294
6100.0,48471.25872141775
6200.0,55309.713765282184
6300.0,56158.92286476493
6400.0,12744.652631223202
6500.0,25745.865392139378
6600.0,13109.014392654411
6700.0,13352.545367717743
6800.0,25540.47497578888
6900.0,20511.94612694159
7000.0,13893.050962343812
7100.0,42258.393241277896
7200.0,7115.914028465748
7300.0,7235.234197616577
7400.0,14734.555906295776
7500.0,7498.753297805786
7600.0,22665.271314893984
7800.0,15512.047799050808
7900.0,7834.657711982727
8000.0,7987.679676830769
8100.0,8029.013454079628
8200.0,8165.0520735532045
8300.0,16492.22030687332
8400.0,8367.227439880371
8500.0,25338.108341157436
8700.0,8637.157839655876
8800.0,8798.689739227295
9200.0,18239.96964120865
9300.0,9228.720129013062
9400.0,9320.976070404053
9500.0,9422.908135414124
9900.0,9866.335002064705
10900.0,10826.525207519531
11700.0,11627.023536205292
11900.0,11803.830825150013
13700.0,13678.647506713867
