Bin,PopulationSum
0.0,0.0
100.0,4519.890667797052
200.0,12653.673176952587
300.0,13053.275202711435
400.0,14518.841807230418
500.0,8414.323656553635
600.0,7677.451216699233
700.0,10495.940917636055
800.0,7966.909619924801
900.0,3754.384515541706
1000.0,4418.337122409581
1100.0,10101.500479181062
1200.0,7535.8009705390305
1300.0,3912.107718186884
1400.0,3959.369722639676
1500.0,8228.449920874644
1600.0,4189.6955107086615
1700.0,4967.504655398428
1800.0,11802.174472043891
1900.0,3552.5748431728607
2000.0,3884.0113424658775
2100.0,14012.127224489754
2200.0,6265.905504980048
2300.0,4434.090902608819
2400.0,2338.648167401552
2600.0,7654.619915527292
2800.0,2719.0709748268127
3000.0,2971.5836265087128
3100.0,6027.404094018042
3200.0,25123.07658514235
3300.0,9766.031082611458
3400.0,10003.877522140741
3500.0,6740.196001820705
3700.0,3671.4667764753103
3800.0,7492.572636887431
3900.0,3804.910717010498
4100.0,3522.9505401452384
