bin2000,bin2020,pop2020_sum,pop2000_sum
0.0,0.0,0.0,0.0
0.0,1000.0,1.859782841477973E7,0.0
1000.0,1000.0,2.059316480646528E8,1.0459010926874173E8
2000.0,1000.0,2050447.4342052029,3843297.360982257
3000.0,1000.0,190590.06183946817,685249.9194596633
4000.0,1000.0,39538.66550805807,235365.9941794047
5000.0,1000.0,8652.911160966149,104681.19474236947
6000.0,1000.0,3575.034136745395,66334.31741761789
7000.0,1000.0,2657.8339645064552,84836.97036365047
8000.0,1000.0,1065.2920595169999,52546.11853085458
9000.0,1000.0,517.2004514485598,25456.04281425476
10000.0,1000.0,192.77841079235077,9900.986709594727
11000.0,1000.0,199.23391219973564,10024.05600309372
0.0,2000.0,1865124.753839555,0.0
1000.0,2000.0,3.9987479834259115E7,1.5139633271057412E7
2000.0,2000.0,1.7083033968189508E7,1.4645148220642898E7
3000.0,2000.0,1453448.525426606,2164657.8145528557
4000.0,2000.0,327537.3784518008,722654.2310827019
5000.0,2000.0,118449.65874274998,342744.4577348236
6000.0,2000.0,74020.23773340893,251779.56845178246
7000.0,2000.0,21897.952970222104,90118.42679521441
8000.0,2000.0,9459.734448969364,46062.07755441964
9000.0,2000.0,1763.7159695327282,8024.292060852051
11000.0,2000.0,1876.0647643581033,10221.099745750427
0.0,3000.0,424699.8438012565,0.0
1000.0,3000.0,1.1718854262736917E7,2390784.0764781367
2000.0,3000.0,1.7163362258851826E7,1.071150800545766E7
3000.0,3000.0,6743333.551005467,6212449.0302358335
4000.0,3000.0,1241860.4884472652,1619392.5320661883
5000.0,3000.0,349578.33387569105,600723.4821727664
6000.0,3000.0,153369.3301515011,322129.36716957577
7000.0,3000.0,61055.10506899748,157231.5157585591
8000.0,3000.0,44459.27250039205,126067.41725596786
9000.0,3000.0,26467.18687855918,92974.51188439503
10000.0,3000.0,7529.295545410365,28954.465434283018
11000.0,3000.0,10388.176621792838,41991.58498644084
13000.0,3000.0,2562.4907282218337,12663.009370803833
14000.0,3000.0,8462.702261390164,40202.60298636556
0.0,4000.0,244446.3065191824,0.0
1000.0,4000.0,6620917.514630869,909459.9026585316
2000.0,4000.0,8085919.64643203,3647726.4208911615
3000.0,4000.0,1.0497150102318205E7,7444564.963320137
4000.0,4000.0,3973930.56438311,3805073.1793273566
5000.0,4000.0,1248316.7846733727,1520251.8487046603
6000.0,4000.0,427412.5535832073,655936.7524995813
7000.0,4000.0,199340.15435592132,361666.9311745763
8000.0,4000.0,113019.36173109256,234470.0724860512
9000.0,4000.0,72820.85457820562,174946.17443809385
10000.0,4000.0,28416.58060687408,75767.07126994431
11000.0,4000.0,36564.98220435716,105329.30574570596
12000.0,4000.0,14135.126588001847,46365.80194495618
13000.0,4000.0,3965.758799508214,12325.824107043445
14000.0,4000.0,3383.060156106949,13964.660765841603
15000.0,4000.0,6486.133028902113,29441.75135600567
0.0,5000.0,171110.81735271728,0.0
1000.0,5000.0,4275221.5279679485,436419.049605811
2000.0,5000.0,4472411.537070435,1516487.347873619
3000.0,5000.0,7450595.872450885,4305819.587649046
4000.0,5000.0,6404555.493062149,4924920.761118656
5000.0,5000.0,2810680.238491472,2733844.0481612706
6000.0,5000.0,1034463.4601991308,1223527.8043912875
7000.0,5000.0,409999.18679429404,581969.5014791414
8000.0,5000.0,267032.98152529076,438821.3005423099
9000.0,5000.0,143734.66321901744,262377.7238497641
10000.0,5000.0,86817.23960605636,178695.3579902798
11000.0,5000.0,44722.05271926336,104097.53275279701
12000.0,5000.0,40931.320518186316,103270.94571399689
13000.0,5000.0,18319.95564361289,49640.82662975788
14000.0,5000.0,9185.631295412779,27423.593643292785
15000.0,5000.0,18857.22266984172,58817.055513486266
17000.0,5000.0,4949.795832561329,16713.25514178723
18000.0,5000.0,4506.65284653008,17318.798872940242
19000.0,5000.0,4993.910400420427,18032.786535978317
21000.0,5000.0,4504.854211628437,20657.690205812454
0.0,6000.0,114136.64776325971,0.0
1000.0,6000.0,3208846.5215662215,279601.1050679857
2000.0,6000.0,3061267.5591207133,855656.8502161606
3000.0,6000.0,4235597.330713749,1957702.9760317472
4000.0,6000.0,5979736.891425661,3870272.60942117
5000.0,6000.0,4394585.927829657,3542861.1134707755
6000.0,6000.0,2222046.9288359303,2183730.760968197
7000.0,6000.0,951426.4715412081,1099795.676120055
8000.0,6000.0,418435.64763626305,559369.5854035066
9000.0,6000.0,269943.16885136836,416953.3551938874
10000.0,6000.0,135045.91298314184,228932.24936402775
11000.0,6000.0,90109.3170086611,167820.60699045658
12000.0,6000.0,32611.884618386626,68704.93205661699
13000.0,6000.0,65180.05805809982,151151.47345237434
14000.0,6000.0,21971.27376626432,53921.98075532913
15000.0,6000.0,11534.753820329905,29222.360903032124
16000.0,6000.0,11420.299802353606,31094.97250231728
17000.0,6000.0,5863.273605495691,16948.319608032703
18000.0,6000.0,27994.068162964657,85915.40912440419
19000.0,6000.0,5673.877934157848,18428.910179138184
23000.0,6000.0,5379.288339652121,22464.596797943115
0.0,7000.0,85708.35057436675,0.0
1000.0,7000.0,2128992.785707004,167282.80240537087
2000.0,7000.0,2022533.004224746,465648.88671600097
3000.0,7000.0,2898968.6963989753,1117881.7672695112
4000.0,7000.0,3561188.481275431,1937270.8289436952
5000.0,7000.0,4696032.340540029,3261846.4887139816
6000.0,7000.0,3414980.2861440033,2858682.1691326746
7000.0,7000.0,1660531.689560212,1645040.8020473965
8000.0,7000.0,928251.228982955,1051733.3003263134
9000.0,7000.0,398387.7041292754,514935.2962902068
10000.0,7000.0,326969.8425595518,476390.9114836119
11000.0,7000.0,169491.1559403967,272441.6737854928
12000.0,7000.0,79352.44490333833,136855.31195930578
13000.0,7000.0,38819.87633090466,74378.137216568
14000.0,7000.0,25476.11154655367,54534.74884201586
15000.0,7000.0,45446.00125090405,99754.2036138624
16000.0,7000.0,38571.65460115019,91987.51294997334
