Bin,PopulationSum
0.0,0.0
100.0,53040.889198799894
200.0,43776.50134084668
300.0,28826.378326609538
400.0,19143.124991675017
500.0,20083.842581616667
600.0,19682.124369965022
700.0,12919.82907642494
800.0,14287.013562531787
900.0,10416.638151193709
1000.0,18008.801050626193
1100.0,10315.580798305571
1200.0,19208.439059559147
1300.0,10220.489144428586
1400.0,13964.259698727485
1500.0,27915.26104030047
1600.0,7554.945868033854
1700.0,12261.601696430313
1800.0,19381.975012829993
1900.0,18695.815565233792
2000.0,15654.630697556306
2100.0,12737.346991997796
2200.0,12918.37395822024
2300.0,4488.898931587115
2400.0,16408.327145219315
2500.0,29408.497170504183
2600.0,22925.20240131789
2700.0,19008.235778119095
2800.0,11048.021726155654
2900.0,11392.069010403207
3000.0,17705.521562848706
3100.0,23296.630886325063
3200.0,18736.447261144407
3300.0,22673.987645711284
3400.0,24147.26168197573
3500.0,23369.71676857033
3600.0,17600.417607503012
3700.0,31548.04220444847
3800.0,32606.719318159816
3900.0,29208.836206855925
4000.0,15848.94709582813
4100.0,12012.792576257982
4200.0,24297.169471484227
4300.0,17110.89124138886
4400.0,4333.662404745817
4500.0,30193.607831193447
4600.0,9181.996763467789
4700.0,25294.491073894078
4800.0,23749.38247672515
4900.0,29486.84779935263
5000.0,19697.83703508228
5100.0,15141.434063754976
5200.0,33566.236438621825
5300.0,15061.43676294699
5400.0,16008.635434138498
5500.0,27195.262512145564
5600.0,22221.96673798375
5700.0,16941.554936798755
5800.0,22896.844715688378
5900.0,16731.70175396883
6000.0,35763.46286887829
6100.0,18154.93849844113
6200.0,15131.57234828779
6300.0,18785.74360991642
6400.0,5212.1884823191685
6500.0,12869.883884973824
6600.0,24848.525054203914
6700.0,19938.171797811985
6800.0,20295.573999295942
6900.0,6871.452107191086
7000.0,10440.13066919813
7100.0,14041.688729166985
7200.0,28587.54944346845
7300.0,36118.598697831854
7400.0,21995.747549653053
7500.0,37170.95836240053
7600.0,22695.609357833862
7700.0,7616.04983663559
7800.0,15447.432603651658
7900.0,23527.341604322195
8000.0,15908.423356801271
8100.0,39838.63226676031
8200.0,8168.363495707512
8300.0,32963.49875685014
8400.0,16656.08309982717
8500.0,16876.19532425329
8600.0,34242.57280926779
8700.0,8690.78462100029
8800.0,35121.40735280514
8900.0,26594.616017349064
9000.0,8914.085862785578
9100.0,27144.30319681391
9200.0,27325.905682468983
9300.0,18531.51688963175
9400.0,37394.100424628705
9500.0,37774.61310807988
9600.0,9544.262022007446
9700.0,9698.391228312626
9900.0,9839.035656273365
10100.0,10094.579538226128
10200.0,10150.936456863768
10300.0,30717.04694537446
10400.0,14839.080924460468
10500.0,31105.821162056454
10600.0,10514.409913778305
10700.0,20922.55623592366
10900.0,32528.048689842224
11000.0,10998.645588159561
11100.0,50288.27673379253
11200.0,11102.75484368205
11400.0,34059.96298482269
11500.0,22909.348874192685
11600.0,11554.230988340452
11700.0,11624.497131586075
11800.0,32702.82594574082
11900.0,23714.119462668896
12000.0,11970.94549369812
12400.0,24748.039521217346
12500.0,12440.526595592499
12600.0,25118.434662103653
12700.0,12663.881091117859
13000.0,51836.4869954288
13100.0,13088.304667711258
13300.0,13229.258085250854
13700.0,13676.682954054326
13800.0,13794.79473233223
13900.0,41574.630747795105
14000.0,69777.2014079094
14100.0,14018.50235387683
14200.0,28306.3095132187
14300.0,28445.202072262764
14400.0,43017.54203724861
14500.0,57257.236066590835
14600.0,29093.626302719116
14700.0,14653.96552848816
14800.0,14741.6989736557
14900.0,44547.55327010155
15000.0,29911.943405628204
15200.0,15182.682822704315
15300.0,45744.594903469086
15400.0,30762.361698472872
15500.0,56908.146502041345
15700.0,31294.63435935974
15900.0,15863.36800289154
16100.0,32131.02269744873
16200.0,16118.242977142334
16500.0,16467.41778047383
16700.0,33345.22774910927
16800.0,16766.150567531586
17000.0,16904.83739233017
17300.0,32962.20754224711
17400.0,17382.364446964115
17500.0,17408.788654327393
17700.0,17611.538144286722
17900.0,35618.77286565304
18000.0,35964.90393733978
18100.0,18097.78344333172
18300.0,18260.912823200226
18500.0,55358.06541457772
18600.0,18502.08623981476
18700.0,74693.45503549278
19300.0,19267.441040039062
19500.0,19488.60695028305
20800.0,41493.65672433376
20900.0,20850.125633239746
21300.0,42327.71467630723
22000.0,21918.092910289764
22200.0,22116.23383331299
22300.0,22238.80192565918
22500.0,22488.77120436728
22600.0,22583.76456260681
22800.0,21913.88093095667
23000.0,22971.922561645508
23400.0,23302.636387348175
23800.0,23761.63461780548
24000.0,23969.36564350128
24300.0,24273.359654426575
25200.0,25130.10548400879
27300.0,54456.37173080444
27700.0,27623.04182624817
29000.0,28907.01859722659
29300.0,29216.852237701416
31600.0,31557.344734191895
