system:index,Bin,GridcellCount,PopulationSum,.geo
0,0.0,1.9517171E7,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,100.0,3398136.0,7.167144824422055E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,200.0,562201.0,8.006755916749865E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,300.0,311555.0,7.574045413090798E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,400.0,200068.0,6.872063609344839E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,500.0,139574.0,6.180085278862207E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,600.0,101986.0,5.5327357199619204E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,700.0,77096.0,4.949658749856418E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,800.0,59991.0,4.447404629655701E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,900.0,48218.0,4.051555089561134E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,1000.0,39497.0,3.711632789525981E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,1100.0,32460.0,3.370638765710724E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,1200.0,27559.0,3.1346628807162583E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,1300.0,23466.0,2.9009759366101988E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,1400.0,20131.0,2.688969003031057E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,1500.0,17817.0,2.5521297233389407E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,1600.0,15630.0,2.397144186562065E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,1700.0,13841.0,2.260398573128692E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,1800.0,12324.0,2.1341649884238034E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,1900.0,10965.0,2.0040872801609546E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2000.0,9707.0,1.8721055349700935E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2100.0,9024.0,1.8283658887847256E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2200.0,8144.0,1.729397747281344E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2300.0,7289.0,1.6222741798980013E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2400.0,6712.0,1.5598040120216085E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2500.0,6260.0,1.5151276065679878E7,"{""type"":""MultiPoint"",""coordinates"":[]}"
